route_id,service_id,trip_id,direction_id
100100018,SER_20260912,100100018_108026491_197_d1,1
100100018,SER_20260912,100100018_108026491_204_d0,0
100100018,SER_20260912,100100018_108026491_204_d1,1
100100018,SER_20260912,100100018_108026492_72_d0,0
100100018,SER_20260912,100100018_108026492_72_d1,1
100100018,SER_20260912,100100018_108026495_241_d0,0
100100018,SER_20260912,100100018_108026495_241_d1,1
100100018,SER_20260912,100100018_108026495_71_d0,0
100100018,SER_20260912,100100018_108026495_71_d1,1
100100018,SER_20260912,100100018_108026510_196_d0,0
100100018,SER_20260912,100100018_108026510_196_d1,1
100100018,SER_20260912,100100018_108026510_65_d0,0
100100018,SER_20260912,100100018_108026510_65_d1,1
100100018,SER_20260912,100100018_108026589_223_d0,0
100100018,SER_20260912,100100018_108026589_223_d1,1
100100018,SER_20260912,100100018_108026589_82_d0,0
100100018,SER_20260912,100100018_108026589_82_d1,1
100100018,SER_20260912,100100018_108026612_228_d0,0
100100018,SER_20260912,100100018_108026612_228_d1,1
100100018,SER_20260912,100100018_108026612_80_d0,0
100100018,SER_20260912,100100018_108026612_80_d1,1
100100018,SER_20260912,100100018_108026630_189_d0,0
100100018,SER_20260912,100100018_108026630_189_d1,1
100100018,SER_20260912,100100018_108026630_66_d0,0
100100018,SER_20260912,100100018_108026630_66_d1,1
100100018,SER_20260912,100100018_108026634_62_d0,0
100100018,SER_20260912,100100018_108026634_62_d1,1
100100031,SER_20260912,100100031_108018027_104_d0,0
100100031,SER_20260912,100100031_108018027_104_d1,1
100100031,SER_20260912,100100031_108018104_227_d0,0
100100031,SER_20260912,100100031_108018104_90_d0,0
100100031,SER_20260912,100100031_108018104_90_d1,1
100100031,SER_20260912,100100031_108018108_92_d0,0
100100031,SER_20260912,100100031_108018108_92_d1,1
100100031,SER_20260912,100100031_108018137_214_d0,0
100100031,SER_20260912,100100031_108018137_93_d0,0
100100031,SER_20260912,100100031_108018137_93_d1,1
100100031,SER_20260912,100100031_108018139_101_d0,0
100100031,SER_20260912,100100031_108018139_101_d1,1
100100031,SER_20260912,100100031_108018141_107_d0,0
100100031,SER_20260912,100100031_108018141_107_d1,1
